,Name,Sector,Symbol,Q1 Rev Growth,Q1 Op Inc Growth,Q1 EPS Growth,Q2 Rev Growth,Q2 Op Inc Growth,Q2 EPS Growth,Q3 Rev Growth,Q3 Op Inc Growth,Q3 EPS Growth
51,Arthur J. Gallagher & Co.,Financials,AJG,-0.056870479947403026,-0.1815365551425031,-0.2225482041587901,0.08452422446845591,2.1710825132475398,2.486626855219903,-0.15153462959987143,-0.4585820004774409,-0.5582223114860191
52,Assurant,Financials,AIZ,0.04393278327357553,0.8391608391608392,-3.3258709553723484,0.03653893900521394,-0.48626953950147866,0.1789669685978627,-0.07768773204519143,1.0814144736842106,0.1563445972624374
53,AT&T Inc.,Communication Services,T,0.05008073921234413,-0.3265409441842805,-0.35173661504204856,-0.08632878409260802,0.40687840631460254,0.959824577544699,-0.04275462259519858,-0.5281859471012557,-0.7204243865798697
54,Atmos Energy,Utilities,ATO,0.9733976735642339,1.817600178342529,2.0204747348337198,1.116612967884664,1.3111665829314703,1.3147656340209337,-0.7339803844966728,-0.7620156140077607,-0.7190694726463926
55,Autodesk Inc.,Information Technology,ADSK,0.06716506467307463,0.20976491862567812,0.9600785122592235,-0.015122873345935728,-0.02391629297458894,-0.4899691096099664,0.03093598283843288,0.11868300153139356,0.4706821963394343
56,Automatic Data Processing,Information Technology,ADP,0.04971822524816203,0.13348978464936498,0.12424305856670807,0.10309306445019757,0.2813299232736573,0.2641956098177296,-0.16576905973615297,-0.5112631879098944,-0.49685183918868453
57,AutoZone Inc,Consumer Discretionary,AZO,-0.1000254919553547,-0.1841615285696858,-0.13395928297771192,0.10567685485285816,0.2052640352210385,0.1616920282542886,0.6356527311383194,1.0705733282079757,1.1536316420739852
58,AvalonBay Communities,Real Estate,AVB,0.0101308173917187,0.017446699332294542,-0.40107010701070106,0.01362106320105936,-0.14518817386170035,-0.003823868285270617,-0.04196120342191736,-0.047185627019131836,0.01729860203158
59,Avery Dennison Corp,Materials,AVY,0.006528897467923243,-0.08577753182069729,0.12511802203859976,-0.028145975520333915,0.08716707021791767,-0.16826336693527363,-0.11288450377248985,-0.4237193763919822,-0.4039869149976187
60,Baker Hughes Co,Energy,BKR,-0.14540012602394456,-49.663636363636364,-213.69936063120662,-0.12700460829493088,-0.9967619403449779,-0.9803735466594353,-0.3051097972972973,-0.057692307692307696,-0.7067161990419396
61,Ball Corp,Materials,BLL,-0.07924144937351846,0.04040404040404041,0.766337146876967,0.024273630011033467,-0.24757281553398058,-0.8549269499234913,0.005745062836624776,0.14838709677419354,3.094350527380437
62,Bank of America Corp,Financials,BAC,-0.020081553908887623,0.19098994022452254,0.2478224265777289,0.01870329768669739,-0.445342147141633,-0.41294616791872646,-0.019370140993543287,-0.16155374089604943,-0.10944613888520523
63,Baxter International Inc.,Health Care,BAX,0.06594177481585409,-1.4353876739562623,-1.0640483639130802,-0.07798617966436328,2.867579908675799,15.156435643564357,-0.029978586723768737,-0.19070904645476772,-0.2604715500225362
64,Becton Dickinson,Health Care,BDX,-0.07831588132635253,3.5135135135135136,0.7137292258492522,0.006627218934911243,-0.26147704590818366,-0.3395503498932949,-0.09358100164589701,-0.032432432432432434,0.5074169259209163
65,Berkshire Hathaway,Financials,BRK.B,0.02160445297021919,0.10101920153161777,0.17522196768781279,0.006094933201994705,0.8698409451235105,0.7667589042779923,-0.06276771508995227,-2.732693307075846,-2.7263156313644337
66,Best Buy Co. Inc.,Consumer Discretionary,BBY,0.5563293732077018,1.4481012658227848,1.5436130445407892,-0.4365622532245328,-0.7631851085832472,-0.7827247300961476,0.15743985050221912,1.480349344978166,1.6993612839829675
67,Bio-Rad Laboratories,Health Care,BIO,0.11379101836673902,-0.04272537417333797,3.10619311947331,-0.08453176346992768,0.35211344423234253,0.24307494459189555,-0.060814073094443394,-0.20882578355048204,0.4154379443309871
68,Biogen Inc.,Health Care,BIIB,-0.03731648190014436,0.023738538561062048,0.0004319777401500539,0.04167727697139462,0.08494972251222595,0.1857815730314836,-0.6809267709691439,-0.4497847556343378,-0.515870374292717
69,BlackRock,Financials,BLK,0.07719393282773565,0.023968042609853527,0.15355481114454134,-0.06713603218506412,-0.5552665799739922,-0.375471919930868,-0.016711590296495958,1.0555555555555556,0.5228007529740536
70,Boeing Company,Industrials,BA,0.02902902902902903,-2.750595710881652,-1.8676044260162443,-0.17762645914396888,0.38611615245009073,0.37678864254105177,-0.30169150697894487,-1.1906873614190687,-2.7800926343107393
71,Booking Holdings Inc,Consumer Discretionary,BKNG,-0.3375,-0.5054852320675105,-0.3904357713984234,-0.31476489967056004,-1.348976109215017,-1.6129337960010233,-0.7246503496503497,-0.18337408312958436,1.174952087570987
72,BorgWarner,Consumer Discretionary,BWA,0.026886035313001606,0.7318840579710145,0.131276717922542,-0.10941774130519734,-0.604602510460251,-0.4119267176146565,-0.3742869679684072,-1.4126984126984128,-1.76042582439539
73,Boston Properties,Real Estate,BXP,0.018758582105108848,0.1330356809730496,0.2980674838022045,-0.006528044187400413,-0.007109091441283222,2.4791054451166814,-0.12993451650109758,-0.28412604239983197,-0.4621862830951538
74,Boston Scientific,Health Care,BSX,0.07277428888067972,-0.4516971279373368,31.124635731898678,-0.12431129476584023,-0.3047619047619048,-0.9975332849526892,-0.21234762092017304,-1.4863013698630136,-15.837340876944836
75,Bristol-Myers Squibb,Health Care,BMY,0.32262360579324123,-0.928391167192429,-1.6649155223844547,0.3569540591567023,2.881057268722467,0.37660969540657857,-0.06047676467860124,0.06923950056753689,0.8905658178427831
76,Broadcom Inc.,Information Technology,AVGO,0.014196675900277008,-0.3225806451612903,-0.5497824229148454,-0.019801980198019802,0.07282913165266107,0.47285282598972367,0.013758272378962034,0.31592689295039167,0.20754451456166864
77,Broadridge Financial Solutions,Information Technology,BR,0.02118912080961417,-0.6333789329685362,-0.8194691748538869,0.2902859502425932,7.4440298507462686,15.55256440009283,0.08960716857348588,0.32037118868758285,0.37980371538731156
78,Brown-Forman Corp.,Consumer Staples,BF.B,-0.0910010111223458,-0.13636363636363635,-0.18132251963674167,-0.21134593993325917,-0.3848684210526316,-0.4453994880226435,0.06205923836389281,1.0695187165775402,1.5307715400780546
79,C. H. Robinson Worldwide,Industrials,CHRW,-0.01628730551754971,-0.3196608399433076,-0.3179942162450516,0.003079619310336101,-0.20003508618043067,-0.2113265544165878,-0.04656021748180293,0.7250274122807018,0.8468150261862093
80,Cabot Oil & Gas,Energy,COG,0.07517169217288767,0.7122371452568637,0.6580890784826384,-0.16236713426158728,-0.6111723647557029,-0.6270609715613589,-0.14001298980222895,-0.37829423270564,-0.4385431347822863
81,Cadence Design Systems,Information Technology,CDNS,0.0306927637998182,0.2796352583586626,-0.8118154691261741,0.03311071805967082,0.09041198125596515,0.059574755619622576,-0.012670382100755304,0.11399802566633761,0.2541717152392491
82,Campbell Soup,Consumer Staples,CPB,-0.00961978928080623,0.09119496855345911,6.253226248060601,0.03515263644773358,0.01729106628242075,-0.8609274023071813,-0.0580875781948168,-0.5779036827195467,-0.48810234695908655
83,Capital One Financial,Financials,COF,0.06725104181635293,-0.15023474178403756,-0.1015944927177163,-0.023966608320990977,-2.3142265193370166,-2.153649475438382,-0.09559939301972686,0.232790331056227,0.31357570210905916
84,Cardinal Health Inc.,Health Care,CAH,0.0641118341769101,1.0626899696048633,1.0450013771636204,-0.01454636969925758,0.6878787878787879,0.5909127355338768,-0.06302832188369896,-0.5278276481149012,0.8806783818291783
85,Carmax Inc,Consumer Discretionary,KMX,0.03600438243784796,0.2156539622691258,0.24663383857813342,-0.34936251760708836,-0.9849475659086226,-0.9765159697577535,0.6638367037477291,92.26152737752162,57.84986859395533
86,Carnival Corp.,Consumer Discretionary,CCL,0.0014638226683396068,-2.4701030927835053,-2.8686643863640082,-0.8454792232198789,4.858345021037868,4.313116893353534,-0.9581081081081081,-0.44146516638735933,-0.39190844249716067
87,Carrier Global,Industrials,CARR,,,,,,,,,
88,Caterpillar Inc.,Industrials,CAT,0.03025552594450541,-0.08415841584158416,-0.2603159100726856,-0.19088557516737675,-0.2410810810810811,0.006266663281111149,-0.05999059708509638,-0.4415954415954416,-0.5755012642001726
89,Cboe Global Markets,Financials,CBOE,-0.113710393840687,-0.19131614654002713,-0.18071933028597967,0.5394253257601069,0.8993288590604027,0.8337671374085145,-0.05729788388497016,-0.2857773851590106,-0.2716860485542634
90,CBRE Group,Real Estate,CBRE,0.20156719691360536,0.6228436976913116,1.4905685458678402,-0.1728007683786023,-0.5712876162081266,-0.7294751224927678,-0.08622338503503381,-0.572540741749512,-0.5210417283219888
91,CDW,Information Technology,CDW,-0.07555474050981112,-0.11478477854023705,-0.07605237038766925,-0.032555269016288656,-0.1338971106412967,-0.08475312591328796,-0.005354050852091497,0.1529698942229455,0.1309450864308337
92,Celanese,Materials,CE,-0.09709962168978563,-0.7384615384615385,-0.8333950614389993,0.019553072625698324,1.8529411764705883,4.144131468610181,-0.18287671232876712,-0.5721649484536082,-0.5071742329341874
93,Centene Corporation,Health Care,CNC,-0.005954890387858347,0.4034090909090909,1.1865965253525486,0.37968509781052856,-0.04048582995951417,-0.8315508561955401,0.06482228626320845,7.561181434599156,23.63718194911186
94,CenterPoint Energy,Utilities,CNP,0.17797228300510576,-0.22959183673469388,-0.41924623585523235,-0.32910216718266255,-0.2814569536423841,-8.692270531400967,-0.27318874019381634,0.08294930875576037,1.082790093994013
95,CenturyLink Inc,Communication Services,CTL,-0.006421691045308598,-0.10842105263157895,-0.26036513754937907,-0.06140035906642729,0.15702479338842976,0.39667035557907904,-0.006885998469778117,-0.07857142857142857,0.19974506493953917
96,Cerner,Health Care,CERN,0.008957429125496352,1.059441071448686,0.9090200965882537,-0.021141536174485102,-0.024366764935924434,-0.038477231924269606,-0.0576536347672838,-0.17646992868995828,-0.06785486950986634
97,CF Industries Holdings Inc,Materials,CF,0.010597302504816955,-0.18085106382978725,-0.14688306396849118,-0.07435653002859867,-0.045454545454545456,0.24946270795192238,0.2399588053553038,0.9047619047619048,1.8201885710645347
98,Charles Schwab Corporation,Financials,SCHW,-0.06662180349932706,-0.10032362459546926,-0.0937061590515226,-0.007570295602018745,-0.05845323741007194,-0.06762478563732117,-0.07482746095168907,-0.1518624641833811,-0.15596464671126523
99,Charter Communications,Communication Services,CHTR,0.027161572052401748,0.21941992433795712,0.8721135338561865,-0.0019556160190459995,-0.08221302998965874,-0.42890507991848553,-0.003578122337706594,0.08901408450704225,0.9518005599711953
100,Chevron Corp.,Energy,CVX,-0.0013823292247436931,-3.721639656816015,-3.59450908423564,-0.15665013265659244,1.3482778750729714,1.5458087297028889,-0.4480235261934072,-3.5460945357023133,-3.313152833719526
101,Chipotle Mexican Grill,Consumer Discretionary,CMG,0.02602199762484354,-0.15105387429619188,-0.26511089481838124,-0.02044959672939765,-0.27542890908349976,0.05682165500270359,-0.03263036124901827,-1.0694450303004739,-0.8930193583312013
102,Chubb Limited,Financials,CB,-0.047075777590969134,-0.14101646385110952,0.08050610798258104,-0.01776937618147448,-0.46,-0.7845216904649012,0.042853477033615604,-1.3287037037037037,-2.3225655177389393
103,Church & Dwight,Consumer Staples,CHD,0.05030291903800257,-0.0996309963099631,-0.07468085790539887,0.018353434714210803,0.6116803278688525,0.5907771966708947,0.024974253347064882,-0.2031150667514304,-0.17549205933110512
104,CIGNA Corp.,Health Care,CI,-0.008296908943387337,-0.24011039558417663,-0.2723576325104171,0.00422275006598047,0.08232445520581114,0.21317790674404635,0.02607095926412615,0.4893736017897092,0.500975456561254
105,Cincinnati Financial,Financials,CINF,-0.0041293874741913286,1.577922077922078,1.531844709464603,0.009675190048375951,-2.968513853904282,-2.9934830310894496,0.018480492813141684,1.7415227127319257,1.7446487893874105
106,Cintas Corporation,Industrials,CTAS,-0.5045954896565914,-0.5088244017420895,-0.5287387632797603,-0.10552244279396106,-0.3407510519558115,-0.37547481420313794,0.07840964099423062,0.6858663478504006,1.0570981532901405
107,Cisco Systems,Information Technology,CSCO,-0.08769663348278744,-0.05560212349818385,-0.013391553244932547,-0.0018325697625989172,0.010059171597633136,-0.0322828934708921,0.014270216139531002,-0.048916227299355595,-0.049527363945058085
108,Citigroup Inc.,Financials,C,-0.010552385054377087,-0.05313849219528396,0.04631286569678765,0.12803351833714224,-0.4545773412837601,-0.4807473040132993,-0.04616275143504896,-0.5344051446945337,-0.47082980631427207
109,Citizens Financial Group,Financials,CFG,-0.0006105006105006105,-0.040780141843971635,0.027355925789457843,0.012217470983506415,-0.9168207024029574,-0.9232484199914699,0.05612552806276403,5.822222222222222,6.473099267491791
110,Citrix Systems,Information Technology,CTXS,0.10495551240890652,0.6724652849834433,-0.23783683184609805,0.06312737474732133,0.08732149697077594,-0.08720601465107312,-0.07203247594213336,-0.28715882647719887,-0.3678448985913311
111,CME Group Inc.,Financials,CME,-0.10874500900336648,-0.1637478108581436,-0.2621061761492278,0.33705200281096276,0.67521815008726,0.631487757220492,-0.22324420208921883,-0.3358683196166267,-0.3431282192831846
112,CMS Energy,Utilities,CMS,0.1610608020698577,-0.11396011396011396,-0.19323837545027078,0.038440111420612814,0.1832797427652733,0.4520186097240919,-0.22585836909871246,-0.25815217391304346,-0.4428717298686666
113,Coca-Cola Company,Consumer Staples,KO,-0.05149977944419938,0.471900089206066,0.3583283935981031,-0.16870131380072084,-0.416969696969697,-0.3575792525170661,0.21006993006993008,0.1943866943866944,-0.005313083772046933
114,Cognizant Technology Solutions,Information Technology,CTSH,0.00847457627118644,-0.06427503736920777,-0.20523281596452334,-0.013772175536881419,-0.07507987220447285,-0.06238143064390133,-0.05325443786982249,-0.19343696027633853,-0.007260176148536056
115,Colgate-Palmolive,Consumer Staples,CL,0.02214867617107943,0.08538011695906433,0.11764705882352947,0.02042341220423412,0.02586206896551724,0.11042233242681165,-0.0488162069807176,-0.0063025210084033615,-0.11240770754547091
116,Comcast Corp.,Communication Services,CMCSA,0.05856040556156111,-0.01741573033707865,-0.017732278490100194,-0.06299739418268892,-0.07528111301696207,-0.32026545050575916,-0.1087601939193506,-0.04225061830173125,0.3947357102920306
117,Comerica Inc.,Financials,CMA,-0.03800475059382423,-0.056451612903225805,-0.053173641768501215,-0.07407407407407407,-1.245014245014245,-1.2467747288630986,-0.042666666666666665,2.627906976744186,2.763487277381288
118,Conagra Brands,Consumer Staples,CAG,-0.09422858763471356,-0.11916154021417179,-0.21614680962735244,0.28684931506849315,-0.05871702017589239,-0.015496090106894293,-0.18522461145411964,0.4391316295685628,0.631251669945833
119,Concho Resources,Energy,CXO,0.11748878923766816,-1.6788321167883211,-1.8497698059793253,-0.26003210272873195,-18.008960573476703,-18.978110080551875,-0.48590021691973967,0.9521070990855096,0.9531000763028329
120,ConocoPhillips,Energy,COP,-0.015092879256965945,-0.67316766278704,-0.761514979308737,-0.19960707269155206,-1.0153994225216554,-3.4491881405899156,-0.5501554573719523,-23.875,1.1504792910110326
121,Consolidated Edison,Utilities,ED,-0.12303120356612184,-0.34832756632064593,-0.3761350268038913,0.09589969501863775,0.4300884955752212,0.26548632596373173,-0.15924551638837353,-0.40717821782178215,-0.49394150293556044
122,Constellation Brands,Consumer Staples,STZ,-0.04826447934380314,1.0400449101796407,0.12278529604178273,0.0317935782227127,0.10621904237754541,-1.4441004107537547,0.15126820821024753,0.38988391376451076,3.5421523448088914
123,Copart Inc,Industrials,CPRT,0.037364904838174395,0.021914300042358233,-0.22612614583561227,-0.04308516187363077,-0.07046957482895966,-0.12622621773669174,-0.044881532088087796,0.05440259147825998,0.12074543807428485
124,Corning Inc.,Information Technology,GLW,-0.03987730061349693,-0.5972602739726027,-0.9733830183657173,-0.15122470713525027,-1.8231292517006803,-13.632,0.07109995817649518,0.1487603305785124,0.25949968334388845
125,Corteva,Materials,CTVA,0.5609628466771324,0.6786248131539612,0.9575032999044166,0.32618169627891386,2.7255813953488373,13.904676901106747,0.3121840242669363,1.1159029649595686,1.797487965473358
126,Costco Wholesale Corp.,Consumer Staples,COST,0.05485961123110151,0.19321394910461828,0.10296645586588654,-0.04622235872235872,-0.06872037914691943,-0.1001553757137274,0.4324853754092202,0.6361323155216285,0.6557044491525426
127,Coty Inc,Consumer Staples,COTY,0.20702079472925675,-0.719047619047619,-1.4038015089959375,-0.34840085287846484,-8.310734463276836,-11.827524254401723,-0.6332460732984293,-2.5568006182380216,-1.8122076248634418
128,Crown Castle International Corp.,Real Estate,CCI,-0.037786774628879895,-0.10401891252955082,-0.1404957250194317,-0.0035063113604488078,-0.0395778364116095,-0.1105886135728784,0.013370865587614356,0.0521978021978022,0.07851687830448734
129,CSX Corp.,Industrials,CSX,-0.010398613518197574,0.02079722703639515,0.003869875438384281,-0.21015761821366025,-0.29711375212224106,-0.3468758784082239,0.17427937915742794,0.3780193236714976,0.4755837009483699
